Text,Sentiment
การสอนดีครับ ติดที่ เวลาร่วมทำแบบฝึกหัดกับนักศึกษา ซึ่งแบบฝึกหัดจะใช้เวลานาน อยากให้ไม่ต้องทำแบบฝึกหัดเยอะ งานไหนที่เหมือนกัน ก็ทำสัก 2 ข้อ เพราะจะเสียเวลาเรียน ทำให้ต้องเลิกเรียนช้าในบางครั้ง เรื่องแบบฝึกหัดอื่น ๆ ควรทำคลิปแยกไว้ หรือให้คำปรึกษากับนักศึกษาที่สอบถาม,Positive
การสอนดีครับ แต่อาจต้องมีเบรคบ้างครับ สามาธิหลุดง่ายมากครับ วิชานี้,Positive
การสอนดีค่ะ ถ้ามีการยกตัวอย่างชิ้นงานหรือprocessจริงๆที่เกี่ยวข้องกับ ch.E เพิ่มขึ้นมาอีกจะทำให้มีความน่าสนใจมากขึ้นค่ะ ,Positive
การสอนดีมาก,Positive
การสอนดีมาก แต่อยากให้ปรับปรุงเรื่องสื่อวิดีโอค่ะ อาจจะฟังยากไปสักหน่อย แต่การสอนออนไลน์นั้นลำบากมากเห็นใจอาจารย์ค่ะ ,Positive
การสอนดีมากเลยครับ,Positive
การสอนดีมากๆเลยครับ เข้าใจ นักศึกษา และดูแลเอาใจใส่ นศ,Positive
การสอนโดยรวมถือว่าดีครับ แต่อาจจะมีเพื่อนๆบางส่วนที่ตามไม่ทันและต้องการวิดีโอที่สามารถเรียนย้อนหลังได้,Positive
การสอนโดยรวมโอเคค่ะ แต่ถ้าเป็นไปได้อยากให้อาจารย์สอนในห้องเรียนมากกว่า เพราะ เนื้อหาค่อนข้างเข้าใจยาก,Positive
การสอนตามเนื้อหาดีมากค่ะ ,Positive
การสอนที่เข้าใจและเห็นภาพ ,Positive
การสอนน่าสนใจ สนุก ไม่น่าเบื่อ มีสรุปเนื้อหาให้อ่าน,Positive
การสอนเน้นคิด วิเคราะห์และให้ลงมือปฏิบัติ และคอยSupport ห่างๆ เมื่อผู้เรียนมีปัญหา ควรค่ากับการเป็นอาจารย์แม่มากๆ,Positive
การสอนในห้องเรียนสนุกสนานดีค่ะ เป็นรูปแบบการเรียนที่แปลกใหม่ แต่รู้สึกว่าได้เรียนรู้จริงๆ ถึงแม้ว่าจะเรียนออนไลน์ก็ตาม,Positive
การสอนแบบเปิดคลิปจะให้นักศึกษาเข้าใจและสนใจมากกว่าการพูดตามสไลด์การสอน,Positive
การสอนเป็นไปได้ด้วยดี เป็นการสอนที่ยอดเยี่ยมได้ความรู้และประสบการณ์ที่ยอดเยี่ยมและดี อาจารย์ผู้สอนเอาใจใส่ ดูแล และบูรณาการการสอนได้อย่างดีเยี่ยม ติดตรงที่อุปกรณ์ไม่พร้อมทำให้การปฏิบัติตามไม่เป็นไปได้ดีเท่าที่ควร ซึ่งเกิดจากวัสดุอุปกรณ์เพียงเท่านั้น มิได้เกิดจากอาจารย์ผู้สอนแต่อย่างใด,Positive
การสอนเป็นไปได้ด้วยดี อาจารย์ผู้สอนกำลังรักษาตัวพักฟื้นร่างกาย แต่ก็ยังมาสอน มีความมุ่นมั่นและใส่ใจนักเรียนดีเยี่ยม,Positive
การสอนโปรแกรมคาราโอเกะ อยากให้สอนตั้งแต่คาบแรกๆค่ะ เพราะมันค่อนข้างสำคัญและออกสอบเยอะ นอกจากนี้อยากให้หนังสือหรือไฟล์สื่อการสอนให้อ่านด้วยค่ะ,Positive
การสอนพอเข้าใจบ้าง,Positive
การสอนมีความเข้าใจง่ายตัวอาจารย์เองก็เข้าถึงง่ายแต่การสอนนั้นขาดความน่าสนใจและมีช่วงที่น่าเบื่ออยู่บ้าง,Positive
การสอนมีความน่าสนใจ มีการใช้น้ำเสียงที่ฟังง่ายและชวนให้เรียน สไลด์ยังทำออกมาซ้ำซ้อนในบางส่วนเช่นหัวข้อในบางเรื่อง และการสอนยังมีการพูดซ้ำไปซ้ำมามากเกินไปจึงเกิดความเบื่อหน่ายได้ง่าย,Positive
การสอนมีความเป็นมืออาชีพมากคำถามที่ถามไปกับคำตอบที่ได้เคลียร์มากๆ,Positive
การสอนมีความระเอียด อาจารย์มีความตั้งใจในการสอน,Positive
การสอนมีความละเอียดในทุกขั้นตอน แต่มีการสื่อสารในการสอนที่รวดเร็วเกินไป ,Positive
การสอนมีความลื่นไหลดีครับ,Positive
การสอนมีความสนุกไม่ได้ตึงเครียด ถึงเนื้อหาจะยากมากแต่ก็สามารถอธิบายให้นักศึกษาเข้าใจได้เสมอ เข้าใจผู้เรียนได้ดีมากครับ,Positive
การสอนมีคุณภาพสูงทำให้มีความสนุกในการเรียนครับ,Positive
การสอนไม่ที่เครียด ,Positive
การสอนเรื่องdesign thinkingตอนนี้เป็นสิ่งที่ดีมากครับวิชานี้ทำให้ผมเปลี่ยนมุมมองไปหลายอย่าง แต่ถ้าหากอาจารย์บอกล่วงหน้าก่อนจะคิดชิ้นงานว่าจะถูกนำไปใช้ pitching ผมคงได้คิดชิ้นงานที่จริงจังมากกว่านี้,Positive
การสอนและความรู้ที่สอนให้ดีอยู่แล้วครับ ไม่จำเป็นต้องปรับเปลี่ยน,Positive
การสอนและสไลด์ทำละเอียด อ่านง่ายมากๆครับ แต่โปรเจคปลายภาคแอบยากไปนิส,Positive
การสอนอาจารเข้มข้นมากครับ อยากให้นักศึกษามีความรู้จริงๆ ทำให้มีความรู้เพิ่มมากมาย สามารถใช้เครื่องมือและอุปกรณ์ในการทำแลปได้อย่างถูกต้องและสามารถนำไปประยุกต์ใช้ในอนาคตได้ครับ,Positive
"การสอนอาจารย์ดีนะคะ สามารถทำให้เข้าใจในเนื้อหาได้ง่ายขึ้น  หนูชอบเวลาอาจารย์อธิบายเปรียบเทียบเเล้วทำให้เห็นภาพ 
เเต่ในบางครั้งอาจารย์อาจสอนไวไปบ้างในบ้างส่วน พอหนูคิดตามไม่ทันอาจทำให้สับสนบางในบ้างครั้ง",Positive
การสอนอาจารย์ดีมากครับสำหรับผม แต่เนื่องจากเป็นการสอนแบบออนไลน์มันอาจไม่เห็นประสิทธิภาพ ถ้าเป็น On-site จะดีมากครับ,Positive
การสอนอาจารย์เป็นกันเอง เล่าเรื่องหรือสอนได้เห็นภาพถึงความจำเป็นในการเรียนวิชานี้ได้ชัดเจน,Positive
"การสอบแบบตัวเลือก ถือว่าดี ทำให้ไม่เครียดในการสอบ
",Positive
การให้แบบฝึกหัดใน mooc มีประโยชน์กับนักศึกษามาก โดยส่วนตัวแล้ว ผมเห็นด้วยอย่างยิ่งกับการมีคลิปและแบบฝึกหัดพร้อมเฉลยให้ในระบบออนไลน์ และมีการเก็บคะแนน หรือ แจ้งคะแนนทันที การทำแบบฝึกหัดที่เป็นการบ้าน หรือแบบฝึกหัดที่มาพร้อมกันใน vdo สามารถย่นเวลาอ่านหนังสือช่วงเตรียมสอบของผมไปได้มาก หากแต่ว่า แบบฝึกหัดดังกล่าวมีกำหนดการส่งที่ค่อนข้างเร็ว และเมื่อทำไม่ทัน ก็ไม่สามารถทำต่อได้อีก ส่วนตัวแล้ว ผมอยากให้กำหนดการส่ง มีกำหนดการส่งใกล้ๆวันสอบไปเลย อาทิในส่วนเนื้อหาครึ่งเทอมแรกทั้งหมด กับครึ่งเทอมหลัง ก็ส่งช่วงสอบกลางภาคกับปลายภาคไปเลย ในลักษณะเดียวกับ ปฏิบัติการเคมีประยุกต์ครับ ถ้าเป็นไปได้ ขอบคุณครับ,Positive
การให้โปรเจคเป็นงานที่ค่อนข้างเปิดกว้างทั้งเรื่องเนื้อหา เวลา เทคนิค และน่าสนใจขอบคุณสำหรับความใส่ใจกับนักศึกษานะคะ,Positive
"การอธิบายการสอนตามทฤษฎี เป็นขั้นเป็นตอนทำให้ เห็นภาพได้ดี และ ในการปฏิบัติ ก็ทำให้นักศึกษาได้ทดลองปฏิบัติ กับสิ่งเป็นประโยชน์ในภายภาคหน้า
",Positive
การอธิบายการสอนมองไม่เห็นภาพมากที่ควร อยากให้อาจารย์สอนไปด้วยในขณะที่ก็เขียนลายละเอียดของข้อมูลให้เห็นภาพ,Positive
การอธิบายเนื้อหาที่เรียนให้เข้าใจง่ายมากขึ้น,Positive
การอธิบายและยกตัวอย่างของอาจารย์ชัดเจนจนทำให้นึกภาพตามได้ค่ะ,Positive
การอัดวีดีโอการสอนไว้ดีมากครับ​ ทำให้ทบทวนได้ง่ายกว่าทบทวนเอง​ เข้าใจมากขึ้นหลังจากฟังในห้องไม่ทัน​ ค่อยๆดูได้​ ,Positive
ก้าวต่อไปของวิศวะกรรมสอนดีมากครับแต่ออกข้อสอบในระดับที่โหดเกินไปถ้าเป็นไปได้อยากให้เรียนยากไปด้วยเวลาเจอข้อสอบยากจะได้ทำได้ด้วยครับ,Positive
กิจกรรมเก็บคะเเนนที่อาจารย์ให้ทำ สามารถนำไปใช้ในชีวิตประจำวันได้อย่างดี ทำให้ได้ฝึกออกกำลังกายอย่างถูกหลัก เเละทำให้สุขภาพเเข็งเเรงขึ้นอย่างเห็นได้ชัดครับ ผมจะนำความรู้ที่ได้ไปใช้ในการออกกำลังกายต่อไปครับ,Positive
กิจกรรมที่ให้ได้เข้าร่วมกับสังคมมากขึ้น,Positive
กิจกรรมทุกกิจกรรมดีมากๆเลยครับทำให้ได้ทำสิ่งใหม่ๆที่ไม่เคยทำและได้ย้อนถึงวันเก่าๆที่มีความสุขอยากให้อาจารย์สอนแบบนี้ทุกปีเลยครับ,Positive
กิจกรรมสนุกดีครับ แต่กิจกรรมบางกิจกรรมไม่ค่อยเหมาะกับช่วงกักตัวครับ แต่โดยรวมดีครับ,Positive
กิจกรรมสนุกมากครับ,Positive
กิจกรรมเสริมในรายวิชาเช่น จิตอาสามีประโยชน์มากครับ แต่อยากให้เสริมเรื่องภาควิชามากขึ้น อธิบายให้ชัดเจนมากขึ้น และอาจจะเสริมเรื่องเล่าประสบการณ์จริงเพื่อให้นักศึกษาได้คิดวิเคราะห์เพื่อให้ใช้ทักษะของมนุษยสัมพันธ์ได้,Positive
ดีค่ะได้ทำงานเยอะแต่อาจารย์ชอบมาสั่งเพิ่มตอนวันใกล้ส่ง,Positive
กู้ด,Positive
เก่งครับ,Positive
เก่งมาก,Positive
เก่งมากครับ,Positive
เก่งมากค่ะอาจารย์,Positive
เก่งมากไอ้ต้าววว,Positive
เก่งสุดๆ,Positive
เกณฑ์การเก็บคะแนนดีและเป็นมิตรต่อตัวนักศึกษามาก งานง่ายให้คะแนนเยอะ รักษามาตรฐานนี้ต่อไปครับ,Positive
เกณฑ์การให้คะเเนนเเละรูปแบบการสอนที่ดีครับ ควรให้คำปรึกษาเเบบใกล้ชิดเป็นสิ่งที่มีประโยชน์ต่อผมได้ดีมากเลยครับ,Positive
เกิดความรู้ความเข้าใจด้านการใช้งานข้อมูลทางสถิติ เพิ่มมากขึ้น เเละสามารถนำความรู้ที่อาจารย์สอนไปปรับใช้สำหรับการทำงานวิจัยในระดับป.เอกได้ครับ,Positive
เกินไปจารรรรร,Positive
แก๊ววมากครับสอนดีมากครับจาร,Positive
ขณะอาจารย์สอน อาจารย์ค่อนข้างพูดวกไปวนมาครับ ทำให้จับประเด็นไม่ค่อยได้ว่าตรงไหนสำคัญครับ แต่โดยรวมแล้วอาจารย์สอนดีครับเพราะทำให้เห็นความสำคัญของผลกระทบที่มีต่อสิ่งแวดล้อมมากขึ้นครับ,Positive
ขนาด อาจารย์ไม่สบายก็ยังสอน สู้ชีวิตมากครับ,Positive
ขยันสอนมากครับ สอนจนนักศึกษาหมดแรงเลยครับ,Positive
ขอ A ไว้ดึงเกรดครับอาจารย์ เนื้อหาการสอนกระชับดีครับ ไม่เยอะจนเกินไป,Positive
ขอAค่ะ พลีสสสสสสสส เนื้อหายากอยู่นะคะ แต่อาจารย์สอนดีค่ะให้อภัย,Positive
ขอกราบขอบพระคุณท่านอาจารย์เป็นอย่างสูงค่ะที่ท่านอาจารย์เมตตาหนู คอยให้คำแนะนำหนูในเรื่องต่างๆตลอดจนจบการศึกษานี้เป็นอย่างดี หนูขอรักและนับถือท่านอาจารย์เปรียบเสมือนแม่หนูอีกคนเลยนะคะ หนูดีใจมากๆค่ะที่ได้มีโอกาสเรียนกับท่านอาจารย์ สู้ๆนะคะ รักษาสุขภาพด้วยค่ะท่านอาจารย์,Positive
ขอเกรดA นะคะอาจารย์ อาจารย์ตลกมากค่ะหนูชอบ ,Positive
ขอขบคุณอาจารย์ครับ อาจารย์ทำให้ผมเข้าใจในการต่อวงจรได้ดีเลยครับ,Positive
ขอขอบคุณครับที่เป็นอาจารย์ที่เข้าใจนักศึกษา,Positive
ขอขอบคุณอาจารย์ต้ะที่สอนให้ความรู้และเทคนิคดีๆให้แก่ผมครับขอบคุณครับ,Positive
ขอขอบคุณทั้งอาจารย์มากครับ ผมรู้สึกภูมิใจที่ได้เรียนรู้กับอาจารย์ เก่งๆระดับประเทศทั้งอย่างอาจารย์ครับ และภูมิใจมากๆอีกที่ได้เรียนกับ Soil Engineer เก่งๆของประเทศแบบ Dr.Got Dr.Engineer อาจารย์ของวิศวกร ด้วยครับ อาจารย์มีทั้งความตั้งใจและเทคนิคต่างๆ ที่ถ่ายทอดให้กระผม ผมขอขอบคุณมากครับ,Positive
ขอขอบคุณที่ให้ครับรู้ครับ สอนดีมากเลยครับ,Positive
ขอขอบคุณที่ให้โอกาสผมในฝึกเขียนงานครับ,Positive
ขอขอบคุณทุกอย่างที่อาจารย์ทุ่มเทให้กับนักศึกษานะครับ,Positive
ขอขอบคุณสำหรับทุกอย่างนะครับ,Positive
ขอขอบคุณอาจารย์ที่พยายามสอนคนโง่อย่างผมความจำผมสั้นมากเลยพอเป็นเรีองคำนวนมันก็ขาวไปหมดขอุณที่สอนบทเรียนให้ผมผมกลัวการเรียนกัยอาจารย์เเล้วจริงๆครับมันกลายไปเป็นความกลัวถ้าผมไม่ผ่านคงหมดเเรงสู้ต่อเเล้วครับ อาจารย์ครับอย่าเอาเรื่องของผมไปเล่าให้รุ่นน้องฟังเลย ครับ คนเราเกิดมาไม่เท่ากันครับผมหาทางไปต่อครับ,Positive
ขอขอบคุณอาจารย์มากๆเลยค่า เป็นที่ปรึกษาที่น่ารักมากก ตามเด็กทุกอย่างถึงแม้บางทีพวกหนูจะไปเอาการเอางานอะไรเลยก็ตาม ,Positive
ขอขอบคุณอาจารย์ มากครับที่สอนวิชา Timber and Steel Design. ด้วยความตั้งใจที่อาจารย์ถ่ายทอดวิชาความรู้ ทั้งหลักการPrinciple ต่างๆและทฤษฎี Theoryต่างๆ รวมไปถึงงานเทคนิคและงานDesign โดยเป็นจุดเริ่มต้น เพื่อจะทำให้ผมไปเป็นวิศวกรที่ดีในอนาคตโดยปฏิบัติตามความปลอดภัยตาม Principle ที่อาจารย์เน้นย้ำเสมอผมขอขอบคุณมากครับผมรู้สึกขอบคุณมากและภูมิใจที่ได้เรียนรู้จาก วิศวกร Designerเก่งๆแบบอาจารย์ครับ ขอบคุณครับ,Positive
ขอขอบคุณอาจารย์จากในจริงครับวิชาที่อาจารย์สอนมาตั้งแต่ปี 1 ผมสามารถนำมาใช้กับการทำงานจริงได้ดีมากมีประสิทธิภาพอย่างมากครับ,Positive
ขอขอบคุณอาจารย์ทั้งทุกท่านมากๆครับที่ได้ให้ความรู้ในรายวิชานี้ รูปแบบการเรียนการสอนมีความสนุกสนานทำให้นักศึกษาตั้งใจเรียนค่อยควบคุมดูแลนักศึกษาตลอดการปฎิบัติ อาจารย์เปิดโอกาสให้นักศึกษาสามารถสอบถามได้ตลอดเวลาของช่วงการเรียนการสอน เกณฑ์การประเมินมีความเหมาะสม และขอชื่นชมอาจารย์หลุย์และอาจารย์ปักเพิ่มเติม สอนได้ละเอียดเเละไม่เร็วเกินไปทำให้มีความรู้ความเข้าใจมากยิ่งขึ้น ,Positive
ขอขอบคุณอาจารย์ทั้งสองท่านมากๆครับที่ได้ให้ความรู้ในรายวิชานี้ รูปแบบการเรียนการสอนมีความสนุกสนานทำให้นักศึกษาตั้งใจเรียนค่อยควบคุมดูแลนักศึกษาตลอดการปฎิบัติ อาจารย์ทั้งสองเป็นกันเองมากๆ เปิดโอกาสให้นักศึกษาสามารถสอบถามได้ตลอดเวลาของช่วงการเรียนการสอน เกณฑ์การประเมินมีความเหมาะสม   ,Positive
ขอขอบคุณอาจารย์ที่คอยช่วยเหลือและให้คำขอขอบคุณอาจารย์ที่คอยช่วยเหลือและให้คำแนะนำจนจบการวิจัยครั้งนี้ค่ะขอบคุณค่ะ,Positive
ขอขอบคุณอาจารย์ที่ตั้งใจสอนพวกหนูอย่างดีเยี่ยมนะคะ อาจารย์ทำให้การเรียนของหนูรู้สึกสนุกในการเรียนมากขึ้น ได้ใช้ทักษะการนำเสนออย่างดี เพราะอาจารย์ใส่ใจรายละเอียดต่างๆได้อย่างครบถ้วนค่ะ ,Positive
ขอขอบคุณอาจารย์ที่ตั้งใจสอนพวกหนูอย่างดีเยี่ยมนะคะ อาจารย์ทำให้การเรียนของหนูรู้สึกสนุกในการเรียนมากขึ้น เพราะอาจารย์ใส่ใจรายละเอียดต่างๆได้อย่างครบถ้วนค่ะ,Positive
ขอขอบคุณอาจารย์ที่ทำให้วิชานี้เป็นวิชาที่รู้สึกท้าทาย และสนุกกับการเรียนวิชาของอาจารย์มากๆเลยนะคะ แม้2พาร์ทคะแนนจะไม่ได้ดีมากมายแต่มีความสุขที่ได้เรียนมากๆเลยค่ะ ชอบวิธีการสอนของอาจารย์มากๆ การที่อาจารย์พูดแต่ละครั้งทำให้หนูมีแรงบันดาลใจในการเรียนขึ้นเยอะมากๆ ขอบคุณที่คอยช่วยเหลือและให้คำแนะนำต่างๆมากๆเลยนะคะ อยากให้อาจารย์สอนตลอดไปเลย ,Positive
ขอขอบคุณอาจารย์ที่พยายามหาวิธีมาให้พวกเรากระตือรือร้นในการเรียนมมากขึ้น เช่น การที่ต้องโดนสุ่ม หรือว่าต้องตอบคำถามเพื่อที่ได้เช็คชื่อและได้คะแนนเพิ่ม ถึงตอนแรกๆหนูจะตื่นเต้นและอึดอัด แต่นั่นมันทำให้หนูกล้ามากขึ้น และมันทำให้หนูชอบวิธีการสอนของอาจารย์มากขึ้นค่ะ ขอบคุณที่สอนพวกเราอย่างเต็มที่นะคะ การที่อาจารย์สอนแบบนี้ดีอยู่แล้วค่ะ ชอบมาก รู้สึกชอบเรียนภาษาอังกฤษเพิ่มขึ้นอีกนิดนึงแล้วค่ะ  ขอบคุณที่สอนพวกเราอย่างเต็มที่นะคะ,Positive
ขอขอบคุณอาจารย์ ยที่มีความเข้าและความตั้งใจจริงในการสอนเนื่องจากด้วยสถาณการณ์โควิด แต่สามารถทำให้การสอนมีความเหมาะสมที่สุด ขอบคุณครับ ,Positive
"ขอขอบคุณอาจารย์ที่สละเวลามาสอนคะ
",Positive
ขอขอบคุณอาจารย์ มากๆนะคะ ที่คอยให้คำปรึกษา คำแนะนำเรื่องโปรเจค ,Positive
ขอขอบคุณอาจารย์มากนะครับ ที่อาจารย์สามารถสอนให้วิชาเคมีที่เข้าใจยากมาก สำหรับ นักศึกษาวิศวะ น่าเรียนขึ้นมาเลยครับ อาจารย์ใส่ใจ นักศึกษา ดีมากครับ ขอเป็นกำลังใจให้อาจารย์สอน น้องๆรุ่นต่อๆไปครับ ,Positive
ขอขอบคุณอาจารย์มากเลยครับ ก่อนหน้านี้ผมไม่มีความเข้าใจ math ที่เรียนผ่านมากับภาควิทประยุกเลยครับไม่เข้าใจว่าจะเอามาใช้ทำอะไร จนผมได้เรียนกับอาจารเหมือนได้ปูพื้น math ได้ด้วยพร้อมทั้งรู้ว่าmath ที่เคยเรียนต้องเอามาใช้ยังไง ผมหวังว่าถ้ามีโอกาสอยากให้อาจารวิศวะสอน math เองนะครับน่าจะมีประโยชกับนักศึกษามากกว่าให้คณะวิทประยุกสอน ขอบคุณครับ,Positive
ขอขอบคุณอาจารย์มากๆครัที่ได้ให้ความรู้วิชาระบบการจัดการพลังงาน ทำให้มีความรู้ความเข้าใจเกี่ยวกับระบบ ISO 50001 และทำให้มีความตระหนักถึงการใช้พลังงานมากยิ่งขึ้น,Positive
ขอขอบคุณอาจารย์มากๆครับ ที่ได้ให้ความรู้เกี่ยวกับระบบนิวเมติกส์ ซึ่งบอกก่อนเลยครับว่า ก่อนมาเรียนความรู้พื้นฐานด้านนี้ผมมีน้อยมากครับ ซึ่งรูปแบบการเรียนการสอนของอาจารย์ที่สอนตั้งเเต่เริ่มต้นพื้นฐานไล่ระดับไปเรื่อยๆทำให้ตัวผมเองมีความรู้ความเข้าใจ และสามารถทำออกมาได้ตามวัตถุประสงค์ รูปแบบการเรียนการสอนเน้นใจความสำคัญ และเห็นภาพ (ชอบมากๆครับ) การวัดผลมีเกณฑ์ที่เหมาะสม นอกจากนี้อาจารย์ยังเปิดโอกาสให้นักศึกษาได้สอบถามตลอดเวลา ขอบคุณมากๆครับ,Positive
ขอขอบคุณอาจารย์มากๆครับที่ได้ให้ความรู้เกี่ยวกับการดำเนินงานของธุรกิจ เช่น การจัดตั้งบริษัท ภาษี งบการเงิน  การตลาด เป็นต้น ซึ่งในเรียนรู้นี้สามารถนำไปต่อยอดในการลงทุนทั้งในด้านที่เป็นผู้ประการการเองหรือใช้ในการลงทุนในตราสารสารทุนได้และนอกจากนี้อาจารย์ยังเปิดโอกาสให้นักศึกษาได้สอบถามตลอดเวลา ขอบคุณครับ,Positive
ขอขอบคุณอาจารย์มากๆครับที่ได้ให้ความรู้ในรายวิชานี้ ซึ่งเข้าใจว่าเป็นรายวิชาที่เนื้อหาค่อนข้างเยอะ แต่ก็รับรู้ได้ว่าอาจารย์เตรียมตัวและตั้งใจในการสอนเป็นอย่างดีเยี่ยม รวมถึงมีความใส่ใจในการเรียนรู้ของผู้เรียนเป็นอย่างดีเยี่ยมเช่นกัน แล้วก็ให้แนวการในการทำโจทย์ได้อย่างหลากหลาย เปิดโอกาสให้นักศึกษาสอบถามได้ตลอดเวลา ขอบคุณอาจารย์มากๆ ,Positive
ขอขอบคุณอาจารย์มากๆครับที่ได้ให้ความรู้ในรายวิชานี้ รูปแบบการเรียนการสอนมีความสนุกสนานทำให้นักศึกษาตั้งใจเรียน อาจารย์ค่อยควบคุมดูแลนักศึกษาตลอดการปฎิบัติและยังเข้ามาดูช่วยใกรณีที่มีปํญหา มีการบันทึกข้อมูลไว้เพื่อให้สามารถเข้ามาดูย้อนหลังได้ อาจารย์เปิดโอกาสให้นักศึกษาสามารถสอบถามได้ตลอดเวลาของช่วงการเรียนการสอน ,Positive
ขอขอบคุณอาจารย์มากๆครับสำหรับการเรียนรู้เรื่อง PLC การเรียนการสอนสนุกมากๆอาจารย์ผู้สอนเป็นกันเอง เปิดโอกาสให้นักศึกษาถามเมื่อไม่เข้าใจและสามารถอธิบายรายละเอียดเนื้อหาของ PLC ให้นักศึกษาได้อย่างเข้าใจได้เต็มที่่สำหรับมือใหม่  เนื้อหามีความความหลากหลาย ไม่ซับซ้อน สามารถอ่านและเข้าใจได้และสามารถนำไปต่อยอดในรายวิชาปฏิบัติได้ด้วยครับ ,Positive
ขอขอบคุณอาจารย์สำหรับความรู้ที่มอบให้ตลอด1เทอมที่ผ่านมานะคะ,Positive
ขอขอบคุณอาจารย์สำหรับความรู้ที่มอบให้ตลอด1เทอมที่ผ่านมานะคะ เป็นการเรียนที่สนุกมากค่ะ มีการเช็คชื่อโดยการถามเพื่อให้แสดงความคิดเห็นต่างๆ อาจารย์สอนสนุกและไม่เครียด พร้อมทั้งยังได้ความรู้ไปพร้อมกัน ทำให้รู้สึกชอบวิชานี้ค่ะ ขอบคุณมากๆค่ะ,Positive
ขอขอบคุณอาจารย์สำหรับความรู้ที่มอบให้ตลอด1เทอมที่ผ่านมานะคะ เป็นการเรียนที่สนุกมากค่ะ อาจารย์มีกิจกรรมมาให้เล่นเป็นคะแนนเสริมด้วย ทำให้ไม่รู้สึกเบื่อ แต่บางทีหนูก็แย่งตอบไม่ทันค่ะ555 อยากให้มีกิจกรรมในห้องแบบนี้อีกเยอะเลยนะคะ ขอบคุณค่ะ,Positive
ขอขอบคุณอาจารย์สำหรับความรู้ที่มอบให้ตลอด1เทอมที่ผ่านมานะคะ รับรู้ได้ถึงความตั้งใจและความพยายามที่จะมอบความรู้ให้ จะนำไปใช้ในอนาคตอย่างแน่นอนค่ะ ขอบคุณมากๆค่ะ,Positive
ขอขอบคุณอาจารย์สำหรับความรู้ที่มอบให้ตลอด1เทอมที่ผ่านมานะคะ อาจารย์เข้าสอนได้ตรงเวลาทุกคาบเลยค่ะ มีสื่อสารสอนให้ดูประกอบเพื่อความเข้าใจมากขึ้น อาจารย์พูดอธิบายให้เข้าใจได้มากยิ่งขึ้น เป็นการเรียนที่ทำให้เข้าใจในเนื้อหาเพิ่มมากขึ้น ขอบคุณอาจารย์มากๆค่ะ,Positive
"ขอบคุณท่าน  เป็นอย่างสูง ที่ได้ให้เกียรติมาถ่ายทอดวิชาความรู้ในเรื่องภาวะผู้นำ ให้กับศิษย์ได้มีหลัก นำไปใช้ในทางวิชาการและการดำเนินชีวิตได้อย่างถูกต้อง ขอยกสุภาษิตจีนที่ประทับใจ!! กล่าวว่า ""เมื่อท่านดื่มน้ำ จงคิดถึงแหล่งที่มาของมัน""  (สาโรจน์ โอพิทักษ์ชีวิน, หน้า 15 จากหนังสือ เรียนรู้จากสุดยอดผู้นำระดับโลก Learning from Superior World Leader) ",Positive
ขอบคุณท่าน อาจารย์ มากๆค่ะ ที่สอนและคอยให้คำแนะนำที่ดีให้กับนักศึกษาโดยตลอดค่ะ ดิฉันประจำใจเวลาที่ท่านอาจารย์มีเรื่องประสบการณ์มาเล่าให้ฟังค่ะ มีแง่คิดและเป็นเชิงบวกเสมอ ท่านอาจาย์น่ารักมากค่ะ ขอบพระคุณค่ะ,Positive
"ขอบคุณท่านอาจารย์ และอาจารย์ มากๆค่ะที่ได้ให้ความรู้ในด้านเทคโนโลยีสารสนเทศที่ในบางเรื่องดิฉันยังไม่ได้รู้ในเชิงลึกที่ท่านอาจารย์ได้สอนค่ะ สามารถให้มองเห็นในภาพธุรกิจ ในภาพขององค์กรได้มากขึ้นค่ะ และนำไปปรับใช้ได้เป็นอย่างมากค่ะ

ขอบคุณมากๆค่ะ",Positive
ขอบคุณท่านอาจารย์ที่ได้มีกรอบ และแนวคิกในการเรียนและการตลาดยุคใหม่,Positive
ขอบคุณท่านอาจารย์ที่ถ่ายทอดความรู้ให้ศิษย์เป็นอย่างดียิ่ง ด้วยความทุ่มเทด้วยใจ ทำให้ศิษย์เก่งขึ้นมีความรอบรู้มากขึ้นกราบขอบพระคุณเป็นอย่างสูงค่ะ,Positive
ขอบคุณอาจารย์ตลอด1เทอมที่ผ่านมานะคะ,Positive
ขอบคุณอาจารย์ตลอดระยะเวลาการทำโครงงานพิเศษด้วยนะคะ อาจารย์ใส่ใจและคอยให้คำปรึกษาตั้งแต่ช่วงเริ่มทำโครงงานตลอดจนช่วงสุดท้ายของการทำโครงงาน จะนำคำแนะนำของอาจารย์ไปปรับใช้กับการเรียนและการทำงานในอนาคต หนูรู้สึกดีใจและประทับใจที่มีอาจารย์เป็นที่ปรึกษาโครงงานพิเศษนะคะ ขอบคุณมากๆค่ะ,Positive
ขอบคุณอาจารย์ที่ช่วยเหลือพวกหนูมาตลอดค่ะ ,Positive
